Banco de dados, Bancos de dados relacionais, Ciência da computação, Desenvolvimento de software, Gestão de relacionamentos,mpresariais, HTML, Hibernate, JSP (JavaServer Pages), Java, NetBeans
AngularJS, Ciência da computação, Desenvolvimento aplicativos da web, Desenvolvimento de front-end, Java, JavaScript, Linguagens de programação, NestJS, Padrões de codificação, Teste de integração
Administração de redes, Administração de sistemas, Planejamento de capacidades, Relações com fornecedores, Resolução de problemas, Solução de problemas técnicos, Tecnologia da informação, Utility Systems
Ciência da computação, Ciência de dados, Comunicação, Documentação de API, Documentação técnica, Engenharia de Computação, Especificações de design, Inteligência artificial, Processamento de linguagem natural (PLN), Resolução de problemas
Arquitetura técnica, Bash, Confiabilidade, Documentação, Engenharia de confiabilidade, Especificação funcionais, Resolução de problemas, SRE (Engenharia de confiabilidade do site), Solução de problemas técnicos, System Performance
Banco de dados, Desenvolvimento de back-end, Desenvolvimento de software, Design de software, Design técnico, Documentos de design, Interface de programação de aplicativos (API), Microsserviços, Redis, TypeScript
Desenvolvimento de software, Interface de programação de aplicativos (API), Java, JavaScript, Metodologias Agile, MongoDB, Resolução de problemas, SQL, Scala, Tecnologia da informação
Docker, JavaScript, Jenkins, MariaDB, MySQL, Node.js, Programação orientada a objetos (POO), React Native, TypeScript, Windows Azure
.NET Framework, CSS, Desenvolvimento de back-end, Desenvolvimento de front-end, Desenvolvimento de software, HTML, JavaScript, Projetos de soluções,mpresariais, Python, SQL
Angular (Framework), Análise de,rros, Benefícios de funcionários, Bitbucket, Git, Habilidades analíticas, Java, Promoção da inclusão, Serviços Web RESTful, Windows Azure
Apache Kafka, Banco de dados, Ciência da computação, Fundamentals, Gestão de projetos internacionais, Java, Redis, Skill Development, Spring Boot, Spring Framework
Ciclo de vida de sistemas de informação, Infraestrutura de nuvem, JSON, JSP (JavaServer Pages), Método criativo de solução de problemas, Realização de testes, Resolução de problemas, Responsividade, Serviços Web RESTful, Solução de problemas técnicos
Ciência da computação, Ciência de dados, Comunicação, Documentação de API, Documentação técnica, Engenharia de Computação, Especificações de design, Inteligência artificial, Processamento de linguagem natural (PLN), Resolução de problemas
Arquitetura técnica, Bash, Confiabilidade, Documentação, Engenharia de confiabilidade, Especificação funcionais, Resolução de problemas, SRE (Engenharia de confiabilidade do site), Solução de problemas técnicos, System Performance
Desenvolvimento de software, Interface de programação de aplicativos (API), Java, JavaScript, Metodologias Agile, MongoDB, Resolução de problemas, SQL, Scala, Tecnologia da informação
Consultoria, Java, Serviços de consultoria
Amazon Simple Notification Service (SNS), Aplicativos web, Desenvolvimento de back-end, Desenvolvimento de software, Interface de programação de aplicativos (API), Memcached, Padrões web, RabbitMQ, Redis, Soluções de alta disponibilidade
Ciência da computação, Desenvolvimento de software, JSON, Java, Multithreading, Programação (computação), Programação de rede, Protocolos de comunicação, SOAP, Sockets
Angular (Framework), Ciência da computação, Desenvolvimento de software, Especificações de design, IBM Db2, Java, JavaScript, React.js, Roteiro de produtos, Spring Framework
Banco de dados, Bancos de dados relacionais, Comunicação, Desenvolvimento de API, Interface de programação de aplicativos (API), Java, JavaScript, Programação (computação), Servidores de banco de dados, Visual Programming
Analítica de dados, Automação de processos, Banco de dados, Ciência de dados, Desenvolvimento de software, Fontes tipográficas, Microsserviços, Modelagem de dados, Programação (computação), PySpark
Administração de sistemas operacionais, Avaliação de vulnerabilidades, Cibersegurança, Definição de requisitos, Gestão de vulnerabilidade, Hacking ético, Resposta a incidentes de cibersegurança, Segurança da informação, Segurança de rede, Teste de penetração
Angular (Framework), Consultoria, Dia, Estrutura de produtos (BOM), Java, Serviços de consultoria, TSS
Algoritmos, Ciência da computação, Comunicação, Desenvolvimento de back-end, Desenvolvimento de software, Estruturas de dados, Inglês, Linguagens de programação, Programação (computação), System Performance
Análise custo-benefício, Análise de falhas, Automação, Automação de processos, Controle de custos, Desenvolvimento de fornecedores, Modbus, Processos de produção, Profibus, Relatório
C (linguagem de programação), Comunicação, Desenvolvimento de software, Matlab, Programação (computação), Protocolos de comunicação, Revisão de código, Simulink, Sistemas incorporados, Software incorporado
Comunicação, Desenvolvimento de aplicativos, Desenvolvimento de software, Histórias de usuários
Banco de dados, Bancos de dados relacionais, Cassandra, JSON, JUnit, Java, Mockito, Padrões de design, Resolução de problemas, WildFly
Ciência da computação, Desenvolvimento de software, Distributed Computing, Inteligência artificial, Inteligência artificial conversacional, Python, Resolução de problemas, Sistemas distribuídos, Technical Specs, Text-to-Speech
Anypoint Platform da MuleSoft, Ciência da computação, Comunicação, Delegação, Desenvolvimento de integração, Desenvolvimento de solução técnica, Microsserviços, Programação orientada a objetos (POO), Projetos de soluções,mpresariais, Solução de problemas técnicos
Aplicativos web, Automação de testes, Ciência da computação, Desenvolvimento de back-end, Desenvolvimento de software, Engenharia de Computação, JavaScript, Linux, Next.js, TypeScript
AKS (Serviço de Kubernetes do Azure), Cache Management, Habilidades analíticas, Inglês, Java, Mockito, Negociação, Redis, Spring Security, Zuul API Gateway
Algoritmos, Arquitetura de software, C (linguagem de programação), Ciência da computação, Comunicação, Inteligência artificial, Kotlin, NoSQL, Programação de computadores, SGBD
ASP.NET MVC, AWS Lambda, Experiências móveis, GraphQL, Inglês, Node.js, Padrões de design, Query Languages, React.js, SQL
Authorisations, Depósitos, Documentação, Environmental Security, Implementação de projetos, Linhas de produção, Maximo, Minerais, Mineração, Sequenciamento
Ciência da computação, Desenvolvimento de software, Equipes de projeto, Gestão de produtos, Hardware,letrônico, Planejamento de testes, Programação (computação), Resolução de problemas, Resolving Issues, Revisões de design
Analítica, Ciência de dados, Habilidades analíticas, Modelagem de dados, Método criativo de solução de problemas, Programação (computação), Python, Resolução de problemas, SQL, Árvores de decisão
.NET Framework, API de ASP.NET para Web, ASP.NET, ASP.NET MVC, MongoDB, SQL
Analítica preditiva, Apache Spark, Apresentações, Ciência de dados, Distributed Computing, Habilidades analíticas, Processamento de linguagem natural (PLN), Python, SQL, Visualização de dados
.NET Core, .NET Framework, Arquitetura de software, Desenvolvimento de back-end, Kibana, Linguagens de programação, Programação (computação), Programação lógica, Promoção da inclusão, Sonar
AWS Lambda, Amazon Redshift, Amazon Web Services, Apache Spark, Data warehouse, Esquema,strela, JIRA, PostgreSQL, SQL, Snowflake Cloud
Apache Spark, Comunicação, Habilidades de apresentação, Implementação de projetos, Pipeline de dados, Requisitos técnicos, Resolução de problemas, Resolving Issues, Scala, Trabalho,m,quipe
.NET Core, .NET Framework, Entity Framework, Microsoft Visual Studio, MongoDB, OAuth, Padrões de design, REST (Transferência de,stado representacional ), Redis, Servidor Apache
CSS, Desenvolvimento de front-end, Drupal, GatsbyJS, HTML, Lado do servidor, Programação (computação), Programação orientada a objetos (POO), Tailwind CSS, TypeScript
Ciência da computação, Desenvolvimento de software, JSON, Java, Multithreading, Programação (computação), Programação de rede, Protocolos de comunicação, SOAP, Sockets
Conteinerização, Depuração, Desenvolvimento de back-end, Doutrina, Java, Microsserviços, PHP, Redis, Resolução de problemas, Revisão de código
ABAP, Arquitetura SAP, Contabilidade,statuária, Português, Processos,mpresariais, Produtos SAP, SAP CO, SAP ERP, SAP FI, SAP FICO
Conteinerização, Depuração, Desenvolvimento de back-end, Doutrina, Java, Microsserviços, PHP, Redis, Resolução de problemas, Revisão de código
Amazon S3, Amazon SQS, Amazon Simple Notification Service (SNS), Automação, Banco de dados, Computação sem servidores, Comunicação, Java, Microsserviços, SQL
Ciência da computação, Desenvolvimento de aplicativos móveis, Desenvolvimento de back-end, Design de algoritmos, Habilidades analíticas, Inglês, NoSQL, PostgreSQL, Resolução de problemas, SQL
Amazon Web Services, Apache Kafka, Computação,m nuvem, Comunicação, Container Orchestration, Google Cloud Platform (GCP), Java, Nuvem híbrida, Resolving Issues, Windows Azure
Arquitetura técnica, Banco de dados, Comunicação, Desenvolvimento de back-end, Desenvolvimento de software, Functionality, Inglês, Programação (computação), Redação, SDLC (Ciclo de vida do desenvolvimento de software)
Ciência da computação, Comunicação, Confiabilidade, Doutrina, PHP, Resolução de problemas, SRE (Engenharia de confiabilidade do site), Shell script, Solução de problemas técnicos, Terraform
API REST, Android, Aplicativos móveis, Atenção a detalhes, Ciência da computação, Comunicação, Desenvolvimento de aplicativos móveis, Interface de programação de aplicativos (API), REST (Transferência de,stado representacional ), Resolução de problemas
Banco de dados, Ciclo de vida de sistemas de informação, Desenvolvimento de API, Estruturas de dados, Ffmpeg, Interface de programação de aplicativos (API), Kanban, Processamento de sinais, Programação (computação), Programação lógica
ASP.NET MVC, AWS Lambda, Experiências móveis, GraphQL, Inglês, Node.js, Padrões de design, Query Languages, React.js, SQL
Analítica de dados, Azure Data Factory, Ciência de dados, ETL (Extração, transformação, carregamento), Engenharia de dados, Graduate Entry, Integração de dados, Interface de programação de aplicativos (API), Python, SQL
Conteinerização, Depuração, Desenvolvimento de back-end, Doutrina, Java, Microsserviços, PHP, Redis, Resolução de problemas, Revisão de código
Conteinerização, Depuração, Desenvolvimento de back-end, Doutrina, Java, Microsserviços, PHP, Redis, Resolução de problemas, Revisão de código
Ciência da computação, Desenvolvimento de software, JSON, Java, Multithreading, Programação (computação), Programação de rede, Protocolos de comunicação, SOAP, Sockets
API REST, Desenvolvimento de back-end, Desenvolvimento de front-end, Desenvolvimento de software, Histórias de usuários, Java, Padrões de codificação, Spring Boot, Sprints, Timelines
ANS (Acordo de nível de serviço), Arquitetura técnica, Competências interpessoais, Comunicação, Depuração, Desenvolvimento de software, Inglês, Inteligência artificial, MLOps, Redação
Angular (Framework), Aprendizagem profunda, Ciência da computação, Comunicação, D3.js, Desenvolvimento web, Especialistas no assunto, Imuno-histoquímica, Inglês, Pesquisa aplicada
Amazon S3, Azure Databricks, Banco de dados, Bancos de dados relacionais, Dashboards, Desenvolvimento de back-end, Desenvolvimento de front-end, Plotly, Python, SQL
API REST, Desenvolvimento de back-end, Desenvolvimento de front-end, Desenvolvimento de software, Histórias de usuários, Java, Padrões de codificação, Spring Boot, Sprints, Timelines
Angular (Framework), Aprendizagem profunda, Ciência da computação, Comunicação, D3.js, Desenvolvimento web, Especialistas no assunto, Imuno-histoquímica, Inglês, Pesquisa aplicada
Java, Malha de serviços, Microsserviços, Padrões de design, Programação (computação), Programação funcional, Programação orientada a,ventos, Programação orientada a objetos (POO), RabbitMQ, Spring Framework
Competências interpessoais, Desenvolvimento de back-end, Desenvolvimento orientado ao comportamento, Framework para web, MongoDB, NoSQL, Pensamento científico, crítico, criativo, Pensamento crítico, SQL, Serviços web
Ciência da computação, Ciência de dados, Comunicação, Documentação de API, Documentação técnica, Engenharia de Computação, Especificações de design, Inteligência artificial, Processamento de linguagem natural (PLN), Resolução de problemas
Android, Android SDK, Aplicativos móveis, Ciência da computação, Comunicação, Desenvolvimento de aplicativos móveis, Design de Android, Git, Kotlin
CICS, COBOL, COBOL II, Filas, Fileaid, IMSDB, Mainframe, Mainframe IBM, Processamento,m lote, Serena Changeman
CICS, COBOL, COBOL II, Filas, Fileaid, IMSDB, Mainframe, Mainframe IBM, Processamento,m lote, Serena Changeman
ASP.NET MVC, AWS Lambda, Experiências móveis, GraphQL, Inglês, Node.js, Padrões de design, Query Languages, React.js, SQL
Ciência da computação, Desenvolvimento de software, JSON, Java, Multithreading, Programação (computação), Programação de rede, Protocolos de comunicação, SOAP, Sockets
Ciência da computação, Desenvolvimento de software, JSON, Java, Multithreading, Programação (computação), Programação de rede, Protocolos de comunicação, SOAP, Sockets
Comunicação, Inglês, Java, SOAP, Spring Framework
C++, Desenvolvimento Linux, Embedded Linux, Inglês, Linguagens de programação, Linux, Multithreading, Receptor/transmissor assíncrono universal, Teste de unidade, UML (Linguagem de modelagem unificada)
Conteinerização, Depuração, Desenvolvimento de back-end, Doutrina, Java, Microsserviços, PHP, Redis, Resolução de problemas, Revisão de código
CSS, Ciência da computação, Comunicação, Design de,xperiência do usuário (UX), Design de sistemas, Django, Engenharia,létrica, Inglês, Python, Stack
Análise de sistemas, Banco de dados, Desenvolvimento aplicativos da web, Desenvolvimento de aplicativos, Desenvolvimento de back-end, Desenvolvimento de front-end, Django, Fluxo de dados, Interface de programação de aplicativos (API), MongoDB
Aplicativos móveis, CSS, Desenvolvimento de front-end, Django, HTML, Ionic Framework, JavaScript, Projeto de aplicativos móveis, Templating, Web Design Responsivo
Ciência da computação, Desenvolvimento de software, JSON, Java, Multithreading, Programação (computação), Programação de rede, Protocolos de comunicação, SOAP, Sockets
Banco de dados, Comunicação, Comunicação,scrita, Desenvolvimento de software, Doutrina, Go (Linguagem de programação), Inglês, Microsserviços, Padrões de design, SQL
Amazon Web Services, Banco de dados, Design de sistemas, Go (Linguagem de programação), Groovy, Java, Microsserviços, Padrões de codificação, Requisitos não funcionais, Teste de unidade
